the_geom,url_report,borough,address,block
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11931256613616, 40.58076376567016], [-74.11946990129351, 40.580718259849114], [-74.11961063497377, 40.58067755648557], [-74.11974649895619, 40.58063826104255], [-74.12043608077433, 40.58043880973044], [-74.12062707556908, 40.58070318804172], [-74.12065479420444, 40.58074137180398], [-74.11942139686813, 40.58109873515333], [-74.11926914513998, 40.58077632354575], [-74.11931256613616, 40.58076376567016]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0361E.pdf,SI,25 Boyle Street,939
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.20405823496357, 40.52530727595958], [-74.20423163750425, 40.52526919393393], [-74.20422567296887, 40.52520501832984], [-74.2044172582246, 40.52516143745278], [-74.2044141402713, 40.52513942053009], [-74.20449124772868, 40.52513108656942], [-74.2045609114638, 40.5256230789822], [-74.20411003143009, 40.52567310004711], [-74.20405823496357, 40.52530727595958]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0841.pdf,SI,5910 Amboy Road,6724
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00942294710534, 40.70903365937897], [-74.00963467463015, 40.708821140155806], [-74.0098941324762, 40.70893858441137], [-74.00967609993047, 40.70916444300794], [-74.00942294710534, 40.70903365937897]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0053.pdf,MN,65 Liberty Street,64
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0027223242019, 40.716174708079514], [-74.00290476292787, 40.715966879375735], [-74.0040870803066, 40.71663339929787], [-74.00396036573858, 40.71678157726352], [-74.0027223242019, 40.716174708079514]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1512.pdf,MN,346 Broadway,170
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11189182585163, 40.62353643226813], [-74.11238003607049, 40.62338800859519], [-74.11252337513204, 40.623647844259736], [-74.11242602164397, 40.62367744056781], [-74.11202463117876, 40.6237994693459], [-74.11189182585163, 40.62353643226813]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0344.pdf,SI,27 Tyler Street,305
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13298502411244, 40.57839968605891], [-74.13348414712823, 40.578270008833954], [-74.1335050431313, 40.57831583569279], [-74.13359250651688, 40.57850764313702], [-74.13359676558963, 40.57850653684209], [-74.13362632152037, 40.57857135198651], [-74.13362206244572, 40.57857245918301], [-74.13364344263162, 40.57861934447003], [-74.13374701650548, 40.57884648046269], [-74.13350290223742, 40.57886848956053], [-74.13322274921336, 40.57892102451171], [-74.13298502411244, 40.57839968605891]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2253.pdf,SI,190 Meisner Avenue,2268
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99828846816696, 40.712785849422346], [-73.99825780178303, 40.712733136674466], [-73.99823065125054, 40.712688068406585], [-73.99824193777995, 40.71268644585939], [-73.99822649528207, 40.71263306965768], [-73.9983917905805, 40.71261084208068], [-73.998418852355, 40.71265917015815], [-73.99850129819816, 40.71280788698331], [-73.99837533058107, 40.71293115436627], [-73.99834504965277, 40.71288698118986], [-73.9983494982651, 40.712885345026], [-73.9982894551634, 40.712785680141], [-73.99828846816696, 40.712785849422346]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0091.pdf,MN,55-57 Saint James Place,279
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09145318437727, 40.64302777925552], [-74.0914226952439, 40.64292509393511], [-74.09141559050897, 40.64290116559641], [-74.09193861393138, 40.64281408091465], [-74.09199788584148, 40.6430137046305], [-74.09147486211141, 40.64310078777792], [-74.09145318437727, 40.64302777925552]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0330.pdf,SI,105 Franklin Avenue,58
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15605897893656, 40.636792541616835], [-74.1560517648104, 40.6363558891178], [-74.15613807801141, 40.63635105952429], [-74.1562751742277, 40.63634338905782], [-74.15631085477708, 40.63679823028329], [-74.15605897893656, 40.636792541616835]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0930.pdf,SI,2876 Richmond Terrace,1211
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.19269663483897, 40.531470188411234], [-74.19302454911947, 40.53190168565355], [-74.19204095088634, 40.53225015621986], [-74.1918633638729, 40.53191975878785], [-74.19269663483897, 40.531470188411234]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1772.pdf,SI,5475 Amboy Road,6815
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98181051068721, 40.73087410699176], [-73.98192834743118, 40.73071246447299], [-73.98212763131993, 40.730796708422055], [-73.98201012056606, 40.73095790724311], [-73.98181051068721, 40.73087410699176]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0227.pdf,MN,414 East 14th Street,441
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99652683143056, 40.74040763638866], [-73.9966912875685, 40.740182042562765], [-73.99676227694533, 40.74021201886377], [-73.99659777006106, 40.740437681227114], [-73.99652683143056, 40.74040763638866]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1818.pdf,MN,136 West 18th Street,793
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.21685561639988, 40.5391921220764], [-74.2168724022985, 40.53898946394067], [-74.2171991323099, 40.538970618709506], [-74.21756585733057, 40.53894946435574], [-74.21756448343217, 40.53923772838597], [-74.21730336858153, 40.53926544948588], [-74.21694133672474, 40.53930388700537], [-74.21684551502639, 40.539314068398106], [-74.21685561639988, 40.5391921220764]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2415.pdf,SI,565 and 569 Bloomingdale Road,7020
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99059898146753, 40.73231455034579], [-73.9906095726264, 40.73226567882794], [-73.9906210699566, 40.73221262722345], [-73.99063030239718, 40.732170022229106], [-73.99119019227686, 40.732271750912965], [-73.99115887132994, 40.732416279179795], [-73.99059898146753, 40.73231455034579]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0204.pdf,MN,804 Broadway,557
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98349422908623, 40.75017798939071], [-73.98388146057717, 40.75034056123952], [-73.98392851060727, 40.75027440854278], [-73.98393762779126, 40.750261588410844], [-73.98395484892312, 40.75026881827176], [-73.98400967241223, 40.750291834723], [-73.98383470781802, 40.75053783842639], [-73.98337522591494, 40.75034530969491], [-73.98349422908623, 40.75017798939071]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2185.pdf,MN,402-404 Fifth Avenue,838
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00669739238002, 40.72502362685533], [-74.00673776571446, 40.724787879315215], [-74.00677347343557, 40.724791257731475], [-74.00680907107926, 40.724794627138046], [-74.00676869799305, 40.72503037560349], [-74.00669739238002, 40.72502362685533]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2482.pdf,MN,36 Dominick Street,578
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95157852231183, 40.74510697760478], [-73.9516702460037, 40.74483415988311], [-73.9517583502335, 40.74485128843803], [-73.95185146099946, 40.74486939066529], [-73.951759855472, 40.74514185918255], [-73.95157852231183, 40.74510697760478]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2200.pdf,QN,10-40 47th Avenue,46
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87359634262617, 40.7404158545633], [-73.87428651594377, 40.74026069152305], [-73.8746629740396, 40.74123212689805], [-73.87397279035177, 40.741387292171794], [-73.87359634262617, 40.7404158545633]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2131.pdf,QN,48-01 90th Street,1849
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08137529062257, 40.6381496699871], [-74.08138906240674, 40.63809448993771], [-74.08176059403226, 40.638153096905235], [-74.08174548648768, 40.638208066326555], [-74.08137529062257, 40.6381496699871]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2377.pdf,SI,411 Westervelt Avenue,25
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90546709237275, 40.77730561946396], [-73.90569769996169, 40.77716866002873], [-73.90572816950895, 40.77715056414062], [-73.90583869994322, 40.77727367491184], [-73.90584419962833, 40.77727980012366], [-73.90579620589021, 40.77730830413728], [-73.90558895180877, 40.77743139444776], [-73.90546709237275, 40.77730561946396]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0136.pdf,QN,southeast corner of 20th Road and 35th Street,828
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79839515713226, 40.70127561098733], [-73.79872047465969, 40.70114459358997], [-73.79876510394271, 40.701126619016], [-73.79944272993, 40.70093393543091], [-73.79960594151699, 40.70105809806102], [-73.79987657705198, 40.700985025731995], [-73.80003747362781, 40.70132587537698], [-73.80063657744415, 40.70088177602061], [-73.80103455622502, 40.70104753615006], [-73.80101017553447, 40.70106460287276], [-73.80032520125337, 40.70154410932955], [-73.80024769098429, 40.70159836860077], [-73.79987667409068, 40.70172054074954], [-73.79891698751838, 40.70203654976466], [-73.79839515713226, 40.70127561098733]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0945.pdf,QN,159th Street at Beaver Road,10099
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01246349071411, 40.713883714854084], [-74.01259725770593, 40.71330209478212], [-74.01340943254475, 40.71367014524904], [-74.01327251940864, 40.71424718300181], [-74.01246349071411, 40.713883714854084]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1745.pdf,MN,140 West Street,84
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.23915581232808, 40.53490525661801], [-74.23916770652507, 40.53485026794431], [-74.23876819018912, 40.534799766544914], [-74.23878150858397, 40.53472211219156], [-74.23946463877854, 40.5348084641303], [-74.23950275739449, 40.534812677448926], [-74.23948908124893, 40.53487985855959], [-74.23947437044191, 40.53494552893459], [-74.23943604055965, 40.53494067937176], [-74.23915581232808, 40.53490525661801]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1873.pdf,SI,85-87 Kreischer Street,7590
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07400854157191, 40.61490578976084], [-74.07425689485017, 40.6152314003549], [-74.07361666123815, 40.61550508432242], [-74.07353092148405, 40.61540737411659], [-74.0735058552651, 40.61537123061988], [-74.07337657307245, 40.61517989572805], [-74.07400854157191, 40.61490578976084]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0377.pdf,SI,420 Tompkins Avenue,2966
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0805060668504, 40.62892264820083], [-74.08043851520608, 40.62888698896346], [-74.08037994275129, 40.62885606914953], [-74.08038466213442, 40.62885102383859], [-74.08007896126813, 40.628689645155355], [-74.08018163549049, 40.6285807142353], [-74.08048395474691, 40.62874030748229], [-74.08053693057464, 40.62876827295583], [-74.08063029360262, 40.62881755961688], [-74.08052052548653, 40.62893028168946], [-74.0805060668504, 40.62892264820083]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0773.pdf,SI,390 Van Duzer Street,518
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83758635818269, 40.718297400252546], [-73.83773583491046, 40.718061667109], [-73.83775052015167, 40.71806706295884], [-73.83780505978469, 40.718087100545816], [-73.83790860394188, 40.71812514169831], [-73.8377506410449, 40.718374257311886], [-73.83758635818269, 40.718297400252546]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2522.pdf,QN,111-02 Queens Boulevard,3294
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99743947726357, 40.7206771631898], [-73.99807486735705, 40.719664838771855], [-73.99837500076116, 40.71980941483693], [-73.99758353867635, 40.72073373721932], [-73.99743947726357, 40.7206771631898]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0999.pdf,MN,240 Centre Street,472
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98915994144221, 40.72913757066842], [-73.98937491988693, 40.72884500194497], [-73.98945691841081, 40.72887966555721], [-73.9892420100697, 40.72917214078603], [-73.98915994144221, 40.72913757066842]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2094.pdf,MN,12 Saint Mark's Place,463
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15192193203103, 40.58295935113138], [-74.15199518138749, 40.58288801641334], [-74.15215337886448, 40.58273395410881], [-74.15247184698494, 40.58242380350605], [-74.15272952955463, 40.58217284780248], [-74.15296199479684, 40.58195613874219], [-74.15319779377076, 40.581736229696524], [-74.15365082355957, 40.58131236615991], [-74.15546730853794, 40.582284848251646], [-74.15521015324737, 40.582544486854516], [-74.15499265202463, 40.58276408806888], [-74.15485465512859, 40.582903415187054], [-74.15463537808476, 40.58312480565047], [-74.15442489163436, 40.58333731820453], [-74.15429451665634, 40.58346894841315], [-74.15408236176154, 40.583683142950335], [-74.15386604450525, 40.58390153911064], [-74.15378788683681, 40.58398044509554], [-74.15192193203103, 40.58295935113138]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0369.pdf,SI,435 Richmond Hill Road,2390
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13066516743713, 40.63716901614794], [-74.13072495718542, 40.63691020093058], [-74.13103559533661, 40.637045723193545], [-74.1309316110044, 40.63718933677412], [-74.13066516743713, 40.63716901614794]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2120.pdf,SI,121 Heberton Avenue,1015
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9866041429265, 40.73777234659592], [-73.98684703594725, 40.73743282020828], [-73.98693932230886, 40.737303805984375], [-73.98712919638956, 40.73738360963264], [-73.98699975747103, 40.737562185556676], [-73.98679061217621, 40.73785071859406], [-73.9866041429265, 40.73777234659592]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0223.pdf,MN,15 Gramercy Park South,875
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82290143080611, 40.77118900105989], [-73.82285195362219, 40.770770915065356], [-73.82338939176454, 40.77069198957706], [-73.82344791823093, 40.771240510246685], [-73.82333630404065, 40.77125754331567], [-73.82320603132182, 40.771277424762246], [-73.82307575971205, 40.77129730516276], [-73.82291711280104, 40.77132151556254], [-73.82290143080611, 40.77118900105989]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2160.pdf,QN,145-15 Bayside Avenue,4786
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14187688442244, 40.57515766508241], [-74.14226251989099, 40.57506124618289], [-74.14220203294369, 40.574803020616486], [-74.1424150426362, 40.574775743682366], [-74.14240211825096, 40.5747205736939], [-74.14264165502054, 40.57468989908989], [-74.14270072523666, 40.574942070154684], [-74.1425980770606, 40.57496856770618], [-74.14266178969292, 40.57524054728619], [-74.14193943109562, 40.575424687300774], [-74.14187688442244, 40.57515766508241]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1773.pdf,SI,48 Manor Court,2286
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08158270021346, 40.640173914044865], [-74.08155910376699, 40.64007670175714], [-74.08186728328101, 40.64003337852889], [-74.08190041321687, 40.64017020409482], [-74.08159231346477, 40.640213515647474], [-74.08158270021346, 40.640173914044865]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2349.pdf,SI,327 Westervelt Avenue,27
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98986411708765, 40.74045709390936], [-73.9899319820197, 40.74029657004491], [-73.98994980965828, 40.74030452398123], [-73.990213945438, 40.740422541988494], [-73.99010927968162, 40.74056618375505], [-73.98986411708765, 40.74045709390936]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0935.pdf,MN,153-157 Fifth Avenue,850
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01241180197329, 40.70560367619195], [-74.01267443237295, 40.705064593299845], [-74.01325643562909, 40.70509914070431], [-74.01328211767883, 40.70531661306976], [-74.01324714184348, 40.70555124266074], [-74.01319691243027, 40.705700455972256], [-74.01316339455965, 40.7057763918343], [-74.01311912912449, 40.70585544558131], [-74.01263948220864, 40.70568235431514], [-74.01263504116784, 40.70568833599965], [-74.01241180197329, 40.70560367619195]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1930.pdf,MN,26 Broadway,22
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09170246023098, 40.641286139472804], [-74.0920832545181, 40.64122183800283], [-74.09245263921557, 40.64115946254972], [-74.09245538072786, 40.64116888427597], [-74.09245830682733, 40.64118013300666], [-74.09246022160706, 40.64118841714158], [-74.09246190683356, 40.64119654837287], [-74.0924636448792, 40.6412061122872], [-74.09246534378674, 40.64121729086337], [-74.0924664449653, 40.64122623573273], [-74.09246771025302, 40.64124014503084], [-74.09246844910265, 40.6412546400895], [-74.0924685406221, 40.64127290974338], [-74.09246766337327, 40.64129162413209], [-74.09246635529514, 40.64130570029423], [-74.09246409195227, 40.64132228877171], [-74.09246138063446, 40.641337222455554], [-74.09245722843413, 40.641351442285796], [-74.0924524258435, 40.64136637765077], [-74.09244693607349, 40.641381926821325], [-74.09243998602938, 40.64139983292288], [-74.09243220298687, 40.64141805757665], [-74.09242249752918, 40.64143870707127], [-74.09240958810143, 40.64146343849029], [-74.09239491907232, 40.64148865670123], [-74.09237937962823, 40.64151279048425], [-74.09236292633874, 40.64153606410303], [-74.09234729649823, 40.641556399565516], [-74.09232726333104, 40.64158037575697], [-74.09231221598868, 40.641597078954355], [-74.09230003357891, 40.64160987970306], [-74.09228307839962, 40.641626741118124], [-74.09226358213017, 40.64164489951556], [-74.09224453648447, 40.64166150865574], [-74.09221967706445, 40.64168169301244], [-74.09219753421034, 40.641698399182985], [-74.09217353202936, 40.641715293246946], [-74.0921512881635, 40.64172992289299], [-74.09212759841326, 40.64174450686608], [-74.09210246263483, 40.64175894160575], [-74.09207679387616, 40.64177266175471], [-74.0920495655071, 40.641786166121285], [-74.09202525040823, 40.64179737182702], [-74.09200100278021, 40.64180778861908], [-74.09197391013804, 40.64181857869529], [-74.09194984950825, 40.641827445534105], [-74.09192387961883, 40.64183629588364], [-74.09190061835909, 40.64184360957866], [-74.09187104230148, 40.641852106192665], [-74.09170246023098, 40.641286139472804]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2189.pdf,SI,1 Pendleton Place,63
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90729705168914, 40.756069065914254], [-73.90726193600703, 40.75587782877283], [-73.9072998127302, 40.75577248118024], [-73.90733046383099, 40.755779117354926], [-73.90742011102503, 40.755798526897536], [-73.90750494827746, 40.75581689422516], [-73.90761120030677, 40.755839898261684], [-73.90808624015145, 40.755942745017585], [-73.90798711147254, 40.75621846465341], [-73.90729705168914, 40.756069065914254]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1956.pdf,QN,51st to 54th Streets between 31st and 32nd Avenues,1131
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86141438680944, 40.75452965038054], [-73.86175671048808, 40.75449364253036], [-73.86176665530267, 40.75454841516569], [-73.86177642450522, 40.75460222404701], [-73.86143397354144, 40.75463824621085], [-73.86141438680944, 40.75452965038054]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1555.pdf,QN,34-56 107th Street,1748
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.24809269514881, 40.510898831847506], [-74.24840755491537, 40.51075104067756], [-74.24844852303006, 40.51079342742314], [-74.2481336643343, 40.510941218702456], [-74.24809269514881, 40.510898831847506]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2229.pdf,SI,173 Main Street,8026
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99117199231355, 40.72675251003407], [-73.99119094900334, 40.72672666237783], [-73.99122241257399, 40.72669169351726], [-73.99144746257758, 40.72674075396923], [-73.99142328539868, 40.72680729617648], [-73.99117199231355, 40.72675251003407]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2354.pdf,MN,357 Bowery,459
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99143693412293, 40.72923342624203], [-73.991370780519, 40.729200915644604], [-73.9914683090263, 40.729085617287495], [-73.9914074394016, 40.72905570326822], [-73.9915111322471, 40.72893311481454], [-73.9916562376589, 40.728761568618395], [-73.99165602578464, 40.72876146504452], [-73.99174194976268, 40.72865988125485], [-73.99165231646994, 40.72861583181321], [-73.99168769161578, 40.72854370272682], [-73.99182493372707, 40.72861115074661], [-73.99182298266551, 40.7286134577113], [-73.99192482073593, 40.72866350616489], [-73.99192677297937, 40.72866119739755], [-73.99217830491666, 40.72878481047214], [-73.9916925734474, 40.729359057812445], [-73.99143693412293, 40.72923342624203]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0016.pdf,MN,425 Lafayette Street,544
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98179502450547, 40.74418999739731], [-73.98154974927628, 40.74408673688123], [-73.98162287631443, 40.7439849561897], [-73.98189423670044, 40.74409864402076], [-73.98182079844288, 40.74420085257448], [-73.98179502450547, 40.74418999739731]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0949.pdf,MN,160 Lexington Avenue,886
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9860317229822, 40.74536052018109], [-73.98590930953698, 40.74530888463093], [-73.98567889498017, 40.745211693351585], [-73.98556098922951, 40.74516195895991], [-73.98557149814751, 40.745147560275804], [-73.9855430949563, 40.7451355790758], [-73.9856239861459, 40.745024749444035], [-73.98568999737051, 40.745052594125035], [-73.98577932678938, 40.7449302038264], [-73.98625256590384, 40.74512982165569], [-73.98607183767638, 40.745377441055105], [-73.9860317229822, 40.74536052018109]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2133.pdf,MN,11-13 East 29th Street,859
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98842225638215, 40.71429647165251], [-73.98861966330598, 40.714279809380905], [-73.98867156105872, 40.71461278902445], [-73.98847161332999, 40.714629977928595], [-73.98842225638215, 40.71429647165251]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2531.pdf,MN,192 East Broadway,311
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.12084957510764, 40.57591899722211], [-74.12061768279538, 40.575619330019585], [-74.1209328316813, 40.57548554356841], [-74.1211618305718, 40.575781470608376], [-74.12134116390469, 40.57601321429377], [-74.12103296932693, 40.57615598807528], [-74.12084957510764, 40.57591899722211]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1652.pdf,SI,2475 Richmond Road,942
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.2201328661496, 40.541667158824765], [-74.22011863711215, 40.54162908378695], [-74.22010434612827, 40.54159083236223], [-74.22008854867319, 40.54154855395233], [-74.22007275005771, 40.541506275542346], [-74.22005695263965, 40.541463996227314], [-74.22004115524454, 40.54142171781045], [-74.22002535668904, 40.54137943939357], [-74.22000955815352, 40.54133716097433], [-74.21999375963799, 40.54129488255281], [-74.21997796350622, 40.54125260502494], [-74.21996216384431, 40.54121032479997], [-74.21993751819714, 40.541144364975445], [-74.21984256673791, 40.540889052990835], [-74.22064034574457, 40.540817142738305], [-74.22068133671756, 40.5409348451645], [-74.2207007138511, 40.540990487682215], [-74.22072054862942, 40.5410474431898], [-74.22074585220602, 40.541120103326456], [-74.22083639875405, 40.541380103092195], [-74.22090938350289, 40.54158967358185], [-74.22016587241312, 40.54175548704363], [-74.2201328661496, 40.541667158824765]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1399.pdf,SI,Crabtree Avenue,7092
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15771454817298, 40.5322192626425], [-74.15742194128703, 40.53182102072044], [-74.15777288781383, 40.53167426421907], [-74.15805177155904, 40.531557640320074], [-74.15837276001608, 40.53161419515857], [-74.15848048282841, 40.531633172843776], [-74.15852413919723, 40.531640865226315], [-74.15868952916894, 40.531730192556935], [-74.15877985551883, 40.53177897900744], [-74.15855749297273, 40.53201857672592], [-74.15832873168392, 40.53226506557557], [-74.15816235834876, 40.5324443299867], [-74.15783380548909, 40.53225687054332], [-74.15778125350529, 40.53223428276557], [-74.15776302938377, 40.53222882448842], [-74.1577478697163, 40.53222508921251], [-74.15773023330988, 40.532221608585004], [-74.15771454817298, 40.5322192626425]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0384.pdf,SI,4515 Hylan Boulevard,5378
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.23882851634582, 40.534448009007285], [-74.23883859957341, 40.53438922119162], [-74.23890516325761, 40.534291511085854], [-74.23955858322125, 40.534374107829514], [-74.23959232653417, 40.53437806729231], [-74.23955834771223, 40.53453956375157], [-74.23952359612983, 40.534535872038774], [-74.23882851634582, 40.534448009007285]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1870.pdf,SI,71-73 Kreischer Street,7590
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.76708784401494, 40.76310027236949], [-73.76716220367436, 40.76348830453594], [-73.76657412855096, 40.76354736386792], [-73.76648533343239, 40.7632006839789], [-73.76708784401494, 40.76310027236949]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0630.pdf,QN,216th Street at 42nd Avenue,6290
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.21770050076849, 40.53926033682711], [-74.21880631808371, 40.53918605374781], [-74.21886182795492, 40.53960104541922], [-74.21869424005634, 40.53961300229225], [-74.21847930153396, 40.53962833686451], [-74.21771222505019, 40.53968306024966], [-74.21770429681864, 40.53951469150337], [-74.21770050076849, 40.53926033682711]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2416.pdf,SI,584 Bloomindale Road,7267
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09895825709485, 40.64464782705036], [-74.09892577605385, 40.644224214998665], [-74.0990405031208, 40.644218686123025], [-74.09928595987185, 40.64420685597681], [-74.0992880624516, 40.64423425694504], [-74.09932234826248, 40.64468139608825], [-74.09924393229593, 40.64467623807697], [-74.09914410033072, 40.64466803311183], [-74.09905892655961, 40.64465957409574], [-74.09895825709485, 40.64464782705036]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0334.pdf,SI,806 Richmond Terrace,70
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0903418101153, 40.64153538055617], [-74.09045694826993, 40.64192319483593], [-74.09079825952676, 40.64186636786637], [-74.09093859106208, 40.64184300378117], [-74.09094598410995, 40.64186790448426], [-74.09089147993636, 40.64187697978034], [-74.09091201298737, 40.64194613690262], [-74.09013373614135, 40.64207571284467], [-74.09010494548454, 40.64203311565342], [-74.0900783925636, 40.64198775481073], [-74.09005010128547, 40.6419297025104], [-74.09003548730875, 40.641893073643864], [-74.09001722313276, 40.641837444884644], [-74.08999757677608, 40.64174482749262], [-74.0900625228217, 40.6416943088697], [-74.0901421953643, 40.641640398119264], [-74.0902209397833, 40.64159436938232], [-74.09026505127126, 40.64157132110619], [-74.09031009374526, 40.64154961925805], [-74.0903418101153, 40.64153538055617]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0331.pdf,SI,66 Harvard Avenue,58
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98799980932137, 40.76054758782911], [-73.98804738828504, 40.76048149753859], [-73.98809064579139, 40.76042140774392], [-73.98813389374243, 40.760361334140526], [-73.98814639937413, 40.76034396019126], [-73.98821207118009, 40.760393961145304], [-73.98807788740632, 40.76058035449189], [-73.98799980932137, 40.76054758782911]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2299.pdf,MN,304 West 47th Street,1037
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86530353643701, 40.74605063683129], [-73.86543450111314, 40.74630640167744], [-73.86526648634376, 40.74635645807999], [-73.86513551984616, 40.746100693041846], [-73.86530353643701, 40.74605063683129]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2035.pdf,QN,97-28 43rd Avenue,1628
