the_geom,url_report,borough,address,block
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84478840820574, 40.78665859660753], [-73.84482326791117, 40.786655818673594], [-73.84485201035041, 40.78665726035322], [-73.84487205399543, 40.78665984656233], [-73.84489138048603, 40.78666412024484], [-73.84490761093244, 40.78666901920899], [-73.84491995249051, 40.78667362927967], [-73.84493313229451, 40.78667949937932], [-73.84494599595972, 40.78668630557468], [-73.8449570090078, 40.78669312278651], [-73.84496842750484, 40.786701355232054], [-73.84498152121898, 40.786712656140615], [-73.84498956785207, 40.786720907461586], [-73.84500051195735, 40.786734442324736], [-73.84500954780026, 40.78674883099834], [-73.84501441188822, 40.78675873226052], [-73.84501861604791, 40.78676965920778], [-73.84502154197922, 40.78678002252247], [-73.84502317072815, 40.786788294026564], [-73.84502430901036, 40.786798082217764], [-73.84502461355999, 40.78680670673912], [-73.84502410325821, 40.7868172536379], [-73.84502191209192, 40.78683122919068], [-73.84501830642093, 40.78684414294986], [-73.84501029579336, 40.78686265911421], [-73.84500234146024, 40.786875821866744], [-73.8449908944843, 40.78689049366573], [-73.84497533716018, 40.78690584611755], [-73.84495880976452, 40.78691854438209], [-73.84493872610173, 40.78693056248271], [-73.84491727574016, 40.78694032028067], [-73.84489298126819, 40.78694833177477], [-73.84486550257525, 40.78695412464213], [-73.84482607029531, 40.78695708103539], [-73.8448007204964, 40.78695580871021], [-73.8447774951765, 40.786952419458096], [-73.84476509233058, 40.786949686837374], [-73.84475366427185, 40.78694656380992], [-73.84474025249622, 40.7869420981613], [-73.84473038654541, 40.786938215410856], [-73.84471820713705, 40.78693264380201], [-73.84470425764661, 40.78692506078581], [-73.84469664007574, 40.78692029316669], [-73.84468657550491, 40.78691318544564], [-73.84467925545432, 40.786907341225444], [-73.84466827731056, 40.78689723990196], [-73.8446596386677, 40.78688782161015], [-73.84464874338389, 40.78687318456571], [-73.84463968474216, 40.78685691468368], [-73.84463491488401, 40.78684523954305], [-73.84463047541493, 40.78682906413641], [-73.8446282280266, 40.78680617303607], [-73.84462985278006, 40.78678719713744], [-73.84463278429779, 40.78677432480499], [-73.84463592584565, 40.78676486565985], [-73.84464233903208, 40.78675061574937], [-73.84464909282953, 40.786739160556756], [-73.84466038536607, 40.78672418241228], [-73.84466582086091, 40.786718167178066], [-73.84467278199713, 40.786711276910395], [-73.84467942919038, 40.78670539388144], [-73.84468431370966, 40.7867014355519], [-73.84469235312953, 40.78669549406481], [-73.84469882133558, 40.7866911713643], [-73.84470897466959, 40.786685098549675], [-73.84472179968138, 40.78667849713691], [-73.84473056534935, 40.78667458905965], [-73.84474151654899, 40.786670321924014], [-73.84475856957289, 40.7866649022591], [-73.84478840820574, 40.78665859660753]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2321.pdf,QN,11-41 123rd Street,3997
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00111405405676, 40.739638845596], [-74.00109774069973, 40.739631968578486], [-74.00129342099547, 40.73936382068458], [-74.00137937521956, 40.739400053400296], [-74.00118369516332, 40.73966820233945], [-74.00111405405676, 40.739638845596]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0990.pdf,MN,241 West 14th Street,764
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98829458430725, 40.7366049290557], [-73.9884408581268, 40.73640720314716], [-73.98883522729207, 40.73657308585703], [-73.98868675568282, 40.7367716936429], [-73.98829458430725, 40.7366049290557]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1541.pdf,MN,50 Union Square East,873
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00933541359187, 40.72523827584485], [-74.00934387325624, 40.72518770346856], [-74.00953544487217, 40.72520656423453], [-74.00954292810368, 40.72520730113149], [-74.00955657228788, 40.7252574205347], [-74.00955734326294, 40.72526027238301], [-74.00933541359187, 40.72523827584485]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2225.pdf,MN,486 Greenwich Street,595
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08124549740958, 40.63296210662563], [-74.08142297902033, 40.632746061690675], [-74.08117963486285, 40.63269690689355], [-74.08093136791253, 40.63264675637014], [-74.08074325541047, 40.63254659955286], [-74.08072956261066, 40.6324261943823], [-74.08075581567478, 40.63230346123234], [-74.08088726311209, 40.63221475679931], [-74.0810514615029, 40.63213388886852], [-74.08107518817611, 40.63213008365429], [-74.08123141874367, 40.632105027189226], [-74.0813820298181, 40.632080869605865], [-74.08158921755447, 40.63222085534199], [-74.08180612183976, 40.63196796856959], [-74.08182983814613, 40.63199049530357], [-74.08161833508186, 40.63223708545467], [-74.0817981242969, 40.63239320685873], [-74.08165992639653, 40.632561432111], [-74.08131919280018, 40.63297620259226], [-74.08124549740958, 40.63296210662563]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1002.pdf,SI,141 Nixon Avenue,571
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.74989591281864, 40.77282420006782], [-73.750234924519, 40.77274624375351], [-73.75021200297664, 40.772690034870344], [-73.75055112980303, 40.772612051761314], [-73.75064953096093, 40.772854317323095], [-73.75065161351229, 40.772860598360765], [-73.75065228362914, 40.77286890878522], [-73.75064974530996, 40.772878689097325], [-73.75064590031391, 40.77288756157249], [-73.7506396614129, 40.77289706552492], [-73.75063093539993, 40.77290457127338], [-73.75061217402262, 40.77291875507036], [-73.7505842296468, 40.772935632213326], [-73.75056227132843, 40.77294852676058], [-73.75054258342185, 40.772958023204644], [-73.75051787473453, 40.772968994610466], [-73.75049167468423, 40.772978713778876], [-73.75046672409353, 40.77298722176439], [-73.7504428682997, 40.77299343492332], [-73.75042174298407, 40.772997707096444], [-73.75038453490671, 40.773003705816905], [-73.75034425163344, 40.77300785632645], [-73.75030923937136, 40.77300982010771], [-73.75027790067035, 40.7730110534246], [-73.75024881469976, 40.7730107670582], [-73.7502220796333, 40.77301026245501], [-73.75019099428074, 40.773007742986046], [-73.75015898209901, 40.77300410397033], [-73.75013288939353, 40.773000033832716], [-73.75010619528433, 40.77299398217088], [-73.7500781959003, 40.77298759898677], [-73.75001655322583, 40.77296717775415], [-73.74993937990067, 40.77293079552443], [-73.74989591281864, 40.77282420006782]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0944.pdf,QN,29 Center Drive,8064
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.7944580695201, 40.70574329249946], [-73.79457353170044, 40.70569813162792], [-73.79469568528762, 40.70588853539625], [-73.7947631306182, 40.70599366369272], [-73.79499801267286, 40.70635958370306], [-73.79508496410577, 40.70649504432718], [-73.79464824631155, 40.70666585625925], [-73.79431222216925, 40.70614960228204], [-73.79463718673196, 40.70602250044905], [-73.79455107908716, 40.70588827738726], [-73.7944580695201, 40.70574329249946]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2036.pdf,QN,165-11 Jamaica Avenue,9795
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.23726225397678, 40.53264646570908], [-74.23707688625875, 40.53216137333216], [-74.23830230362361, 40.53222375375451], [-74.23829868022253, 40.53231908157624], [-74.23840832775709, 40.53242984167069], [-74.23839206830847, 40.53285298899026], [-74.23763651905436, 40.53309438475367], [-74.23748259862661, 40.53272514608259], [-74.23726225397678, 40.53264646570908]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0391.pdf,SI,4500 Arthur Kill Road,7465
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94256203484143, 40.7457799952914], [-73.94212064202652, 40.74513877021005], [-73.94274855919022, 40.74485348381043], [-73.94278596997377, 40.74490783087728], [-73.9432073102353, 40.745519916651325], [-73.94382646143683, 40.74641933747496], [-73.94373424176024, 40.74645650679781], [-73.94288974043626, 40.74625605441308], [-73.94256203484143, 40.7457799952914]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0925.pdf,QN,25-10 Court Square,83
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0765201471332, 40.64254697063376], [-74.07583998709488, 40.642850781606455], [-74.07552349197444, 40.64243486565576], [-74.0755096576941, 40.64241378009185], [-74.07549718616237, 40.64238717705448], [-74.07549209538863, 40.64237129164594], [-74.07548860383358, 40.642355146738545], [-74.0754866908406, 40.64233824886177], [-74.07548654713798, 40.6423209481922], [-74.07548849285467, 40.64230198379367], [-74.07549314752907, 40.64228141829562], [-74.07549817411386, 40.64226669962066], [-74.07550309805302, 40.64225529852351], [-74.07551133339972, 40.64223979519044], [-74.07553383326837, 40.64220357146002], [-74.07555530146885, 40.64217606182123], [-74.0755707936976, 40.64215901112714], [-74.07558574233646, 40.642144247205074], [-74.07560790531029, 40.64212480664725], [-74.07562850113084, 40.64210888724315], [-74.07565109059395, 40.6420933906681], [-74.07567398447733, 40.64207947249748], [-74.07570302993172, 40.64206404010299], [-74.07572376756849, 40.64205436658577], [-74.07574306590637, 40.64204627532357], [-74.07575995802314, 40.64203986060805], [-74.07577520226826, 40.64203457802735], [-74.07579065620729, 40.6420296906341], [-74.0758041890169, 40.64202578246845], [-74.07582035892163, 40.64202155107735], [-74.07584186799453, 40.64201663537074], [-74.07585994438857, 40.642013112325394], [-74.0758807186946, 40.642009728878456], [-74.07590719602092, 40.642006471338135], [-74.0759303606488, 40.642005113371894], [-74.07594897173234, 40.642005011930415], [-74.075967624015, 40.642005792967026], [-74.07598941881453, 40.64200783895384], [-74.07601130254263, 40.642011153708516], [-74.07602893193086, 40.64201478105029], [-74.07604614253603, 40.64201919121699], [-74.07606634510482, 40.64202553551719], [-74.0760844475056, 40.64203238729488], [-74.07610828816117, 40.642043300213366], [-74.07611970204896, 40.64204938466747], [-74.07613066711288, 40.64205582512243], [-74.07614228008072, 40.6420633556755], [-74.07615325624894, 40.64207123514979], [-74.07616484517816, 40.64208048660759], [-74.07617526614543, 40.642089772157135], [-74.07618691699633, 40.642101481087096], [-74.0765201471332, 40.64254697063376]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1207.pdf,SI,2-10 Richmond Terrace,7
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9877606916375, 40.72749551039119], [-73.98778482403772, 40.72746209597214], [-73.98780755455344, 40.72743062199596], [-73.98820510265924, 40.72759790410062], [-73.98815824238021, 40.72766279265641], [-73.9877606916375, 40.72749551039119]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2331.pdf,MN,110 Second Avenue,448
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00598193593649, 40.71124793615636], [-74.00621239848122, 40.7110879374036], [-74.00638215329356, 40.711249088029305], [-74.00615169059917, 40.71140908711851], [-74.00598193593649, 40.71124793615636]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2191.pdf,MN,138-42 Nassau Street,100
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.80771581992532, 40.704207760331514], [-73.80870759279908, 40.7039390813051], [-73.80910786489649, 40.70479379303418], [-73.80811798890082, 40.705062306662136], [-73.80771581992532, 40.704207760331514]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2404.pdf,QN,88-11 Sutphin Boulevard,9691
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9791583079283, 40.78846268680555], [-73.97934582408594, 40.7882042453046], [-73.97937411778857, 40.788216146888416], [-73.97939655113397, 40.78822558274695], [-73.97920903392833, 40.78848402432939], [-73.9791583079283, 40.78846268680555]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1678.pdf,MN,318 West 85th Street,1246
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00909814014196, 40.7053437001706], [-74.00990443877392, 40.70524502130577], [-74.00992274907968, 40.7053150119834], [-74.00992697175252, 40.70538273638541], [-74.00982182468921, 40.70574214492599], [-74.00911742822929, 40.70550021834238], [-74.00909814014196, 40.7053437001706]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1941.pdf,MN,20 Exchange Place,27
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99387680689605, 40.72123113941242], [-73.99394042745669, 40.721061574122224], [-73.99427568546939, 40.7211991035952], [-73.99423507767796, 40.7213073392174], [-73.99387680689605, 40.72123113941242]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2162.pdf,MN,190 Bowery,492
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8359013276415, 40.69540517966651], [-73.83586729570328, 40.695337486311836], [-73.8358380627812, 40.69527934164041], [-73.83580619614658, 40.695215955812934], [-73.8361463342628, 40.69511721831676], [-73.83627441889413, 40.69537212095021], [-73.83593419993869, 40.69547056423997], [-73.8359013276415, 40.69540517966651]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2473.pdf,QN,87-61 111st Street,9301
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0086650752451, 40.70504291232072], [-74.00875551433407, 40.70527845857111], [-74.00829917130228, 40.70534078796069], [-74.00825118794373, 40.70529239612274], [-74.00829074358673, 40.70526330225725], [-74.00844638772607, 40.70514961937678], [-74.00847588787045, 40.705133136046975], [-74.00855770656052, 40.70508741912909], [-74.00860985295377, 40.70506315365957], [-74.0086650752451, 40.70504291232072]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1942.pdf,MN,82-92 Beaver Street/1 Wall Street Court,28
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00256859420368, 40.7316235654461], [-74.00263411305646, 40.731600553277474], [-74.00278042648306, 40.73184775106801], [-74.00271500569852, 40.73187093171183], [-74.00256859420368, 40.7316235654461]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0210.pdf,MN,26 Jones Street,590
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.23880532061537, 40.53458325664878], [-74.23882851634582, 40.534448009007285], [-74.23952359612983, 40.534535872038774], [-74.23955834771223, 40.53453956375157], [-74.23953079154036, 40.53467494581367], [-74.23949450471622, 40.53467037477475], [-74.23880532061537, 40.53458325664878]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1871.pdf,SI,75-77 Kreischer Street,7590
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79936013979056, 40.70520484697961], [-73.79953415560281, 40.7051425833712], [-73.79987335045101, 40.705021219716244], [-73.7999501271108, 40.705145027046626], [-73.79943684581762, 40.70532867974195], [-73.79936013979056, 40.70520484697961]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2088.pdf,QN,90-04 161st Street,9757
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79530808253648, 40.79493932134537], [-73.79530889537342, 40.7949308463603], [-73.79512669230742, 40.79477063485228], [-73.79482327103807, 40.79460545538431], [-73.79448997830471, 40.79405698601711], [-73.79452664168069, 40.793993494816526], [-73.79453275768749, 40.79398748135751], [-73.79454402794391, 40.79397725192818], [-73.79455641592752, 40.79396958732011], [-73.79457105453378, 40.79396021846874], [-73.7945834480519, 40.79394999013697], [-73.79459359357865, 40.793940611474156], [-73.79460487172206, 40.793927820123265], [-73.79460941196386, 40.793913308511506], [-73.79461022068035, 40.79388929535176], [-73.79461408277841, 40.79385608899965], [-73.79559764268983, 40.79393454043052], [-73.79561406249762, 40.793935825748996], [-73.79547189849231, 40.794974759651765], [-73.79550504909028, 40.794981178719], [-73.79561454079484, 40.79500193319214], [-73.79560633292125, 40.79500155123261], [-73.79558610570666, 40.79500066258657], [-73.79556812507516, 40.79499977522006], [-73.79555239220049, 40.79499889273824], [-73.79553666051393, 40.79499800935586], [-73.7955198043503, 40.79499712577751], [-73.7955074448873, 40.79499625107504], [-73.79549507637797, 40.79499793558282], [-73.79547375068196, 40.79498935737968], [-73.79546140197111, 40.79498421250928], [-73.79544119720907, 40.794975633587725], [-73.79542435561308, 40.79496962616293], [-73.79540863943093, 40.79496447170799], [-73.79539179640459, 40.79495931705161], [-73.79537832442477, 40.79495416837731], [-73.795364853632, 40.79494901970352], [-73.79534351509561, 40.79494385795926], [-73.79533003380935, 40.794942123967616], [-73.7953098106868, 40.79493952612689], [-73.79530808253648, 40.79493932134537]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1282.pdf,QN,168-11 Powells Cove Boulevard,4574
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0778489499521, 40.64485009409712], [-74.07803128624285, 40.645091297742816], [-74.07765656183544, 40.645257465595876], [-74.07747293610166, 40.64501683405894], [-74.0778489499521, 40.64485009409712]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2057.pdf,SI,100 Richmond Terrace,9
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00983074763279, 40.732194217368836], [-74.00984495150101, 40.73205523351479], [-74.0101174060313, 40.73208036469653], [-74.0100929183983, 40.732222189688464], [-74.00983074763279, 40.732194217368836]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2212.pdf,MN,150 Barrow Street,604
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11770440614256, 40.62533356358459], [-74.11773631190341, 40.62531309269561], [-74.11805215262103, 40.625110449711364], [-74.1181949285507, 40.6252099168238], [-74.118314064679, 40.62530138985171], [-74.1179325225335, 40.62554703779496], [-74.11770440614256, 40.62533356358459]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2190.pdf,SI,665 Clove Road,314
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98751570170735, 40.73663040366111], [-73.98768797730378, 40.73639751940076], [-73.98786118835812, 40.73616337426305], [-73.9884408581268, 40.73640720314716], [-73.98829458430725, 40.7366049290557], [-73.98824859787729, 40.73666708191472], [-73.98820404536687, 40.73672731411888], [-73.98817048639796, 40.73671304393362], [-73.98823596167911, 40.736624537940436], [-73.98808184573352, 40.73655900115487], [-73.98807832169649, 40.736563761774256], [-73.98807778781367, 40.736563533890546], [-73.98790605194459, 40.73679568487148], [-73.98751570170735, 40.73663040366111]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2247.pdf,MN,105 East 17th Street,873
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08141670825545, 40.63798372362633], [-74.0814195609408, 40.63797229041689], [-74.08168032560047, 40.63793574252184], [-74.08169198281982, 40.63793410970428], [-74.08170084658202, 40.63793334877183], [-74.08171291255002, 40.63793343205117], [-74.08172630776559, 40.63793492819958], [-74.0817393986327, 40.63793790951873], [-74.08175251999769, 40.637942626115134], [-74.08176343181394, 40.63794816555454], [-74.08177539449284, 40.637956565194884], [-74.08178461666374, 40.63796563316727], [-74.08179057729387, 40.63797367056342], [-74.08179510457985, 40.63798216734311], [-74.08179768796133, 40.63798928861165], [-74.08179931063005, 40.637996694227084], [-74.08179989832306, 40.63800359178543], [-74.08179948020795, 40.638011595896764], [-74.08179091730386, 40.63804275184442], [-74.08141670825545, 40.63798372362633]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2382.pdf,SI,417 Westervelt Avenue,25
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82570391667218, 40.764522043227814], [-73.82792029480353, 40.76425776626101], [-73.82774537559703, 40.765288046368546], [-73.82592870974264, 40.76549069514835], [-73.82570391667218, 40.764522043227814]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1798.pdf,QN,35-01 Union Street,5002
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83686065169802, 40.70658690527093], [-73.83680940691511, 40.70635747650038], [-73.83679636637622, 40.706299084063374], [-73.83710295573724, 40.70627429678068], [-73.83713599137788, 40.706271624878354], [-73.83716169010192, 40.70626954683173], [-73.83712822041026, 40.70661018151631], [-73.83708079100772, 40.70660199357176], [-73.83703666843721, 40.70659598862985], [-73.8369990787047, 40.70659206950484], [-73.83696841012488, 40.70658967663408], [-73.83694085873678, 40.7065881355535], [-73.83691274271374, 40.70658715378538], [-73.83688398387368, 40.706586764537434], [-73.83686065169802, 40.70658690527093]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2175.pdf,QN,115-24 Grosvenor Road,3319
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9857875062746, 40.72318311045744], [-73.98610302082137, 40.72331627216781], [-73.98596966412114, 40.723498899996], [-73.98636409624798, 40.723665225525565], [-73.98632711140468, 40.723715875687155], [-73.98706486222152, 40.72402696711415], [-73.98690719756198, 40.72424288600334], [-73.98545845316382, 40.72363187691022], [-73.9857875062746, 40.72318311045744]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0876.pdf,MN,29-41 Avenue A and 112-138 East 3rd Street,430
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79683042702109, 40.704154759876324], [-73.79700274970298, 40.70408221953191], [-73.79722059312547, 40.70438743470885], [-73.79704739312554, 40.704460344842346], [-73.79683042702109, 40.704154759876324]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1132.pdf,QN,162-24 Jamaica Avenue,10102
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98291755135004, 40.71340915193169], [-73.98326128254186, 40.713370336389346], [-73.98332681544443, 40.71388004745087], [-73.98332934786154, 40.713899750986705], [-73.98298528798986, 40.713936032644895], [-73.98293719319415, 40.7135615410358], [-73.98291755135004, 40.71340915193169]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0088.pdf,MN,290 Henry Street,267
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84583191896846, 40.78635253598132], [-73.84584316901193, 40.786080986490255], [-73.8461964217412, 40.786067712294695], [-73.84618702258668, 40.78629462458005], [-73.84618430494888, 40.78636018743913], [-73.84583191896846, 40.78635253598132]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2045.pdf,QN,121-23 14th Avenue,4042
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07719689193364, 40.62711616106281], [-74.07722754700892, 40.627284251372714], [-74.07731610878672, 40.627298452487], [-74.0774071885792, 40.62731305797228], [-74.07749329274726, 40.62732686617684], [-74.07729186047735, 40.62754146693617], [-74.07662306615376, 40.62717900680216], [-74.07719689193364, 40.62711616106281]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2201.pdf,SI,81 Water Street,521
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98759372653103, 40.73019121559087], [-73.98741584829614, 40.730437924802764], [-73.98736219642137, 40.73041529905512], [-73.98719799873989, 40.73064302220347], [-73.9865769818641, 40.73038111244745], [-73.98676157203764, 40.730125110252374], [-73.98734638696801, 40.73008690258979], [-73.98759372653103, 40.73019121559087]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0229.pdf,MN,East 10th Street at Second Avenue,466
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99227578435926, 40.72912655917675], [-73.9923299096846, 40.72906247719887], [-73.99276043393118, 40.72927471802837], [-73.99273922812527, 40.729299644571896], [-73.99270603305143, 40.72933866421245], [-73.99227578435926, 40.72912655917675]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0010.pdf,MN,428 Lafayette Street,545
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82985178293292, 40.76409609007114], [-73.8297177288889, 40.76376956310416], [-73.83014548847756, 40.76364598868142], [-73.83030748637387, 40.764040577824325], [-73.82987098742667, 40.76414286729085], [-73.82985178293292, 40.76409609007114]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0139.pdf,QN,137-35 Northern Boulevard,4960
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01188537727334, 40.704738501398595], [-74.01188886515821, 40.704888379476685], [-74.01163039371968, 40.70487440022729], [-74.0116360918578, 40.704741869567805], [-74.01188537727334, 40.704738501398595]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1955.pdf,MN,70 Broad Street,11
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99424359276317, 40.723551192114165], [-73.99426394489754, 40.72350162549632], [-73.99428644574463, 40.723446824320604], [-73.99428828075905, 40.72344235338295], [-73.99460639048736, 40.72352919402968], [-73.99455884334327, 40.7236373438584], [-73.99424359276317, 40.723551192114165]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0960.pdf,MN,256-258 Mott Street,508
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14675988408393, 40.57266547191621], [-74.14751709942341, 40.5726353763335], [-74.14753939600472, 40.57258191589787], [-74.14774576498185, 40.572575824263076], [-74.14775564272772, 40.5726992340314], [-74.1477851281615, 40.57306768047235], [-74.14703149081616, 40.5731765125104], [-74.14696974631718, 40.57318467914301], [-74.1469348537762, 40.57318810885451], [-74.14691031622449, 40.573188957914354], [-74.14688541483363, 40.57318761375332], [-74.14686327775178, 40.57318450012182], [-74.14684030189937, 40.57318018355519], [-74.14681925732741, 40.57317604372035], [-74.14679323779134, 40.57316835496302], [-74.14677000001281, 40.57315984766998], [-74.14674834103776, 40.573149654372166], [-74.14672892247826, 40.57313843431078], [-74.14670621961548, 40.57312451236045], [-74.14668833851952, 40.57311052391348], [-74.14667027329352, 40.57309388905343], [-74.14665523329178, 40.57307759613043], [-74.1466418122911, 40.573061788323265], [-74.14663139895018, 40.573046392718396], [-74.14662484064858, 40.573033846859], [-74.14661922235967, 40.573020744175075], [-74.14661699205381, 40.57300861783945], [-74.14661560228446, 40.5729936582773], [-74.14675988408393, 40.57266547191621]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0399.pdf,SI,Old Mill Road at Arthur Kill Road,2294
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94965846051797, 40.754040124723936], [-73.94982677123137, 40.753845038781506], [-73.94997932510573, 40.75392339958787], [-73.9498110134576, 40.75411848484996], [-73.94965846051797, 40.754040124723936]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1304.pdf,QN,42-10 to 42-16 Vernon Boulevard,477
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01379795996047, 40.70540360483515], [-74.01407940654788, 40.70500205519205], [-74.01422971884647, 40.70504338279382], [-74.01470075252853, 40.70515454307414], [-74.01452324190335, 40.70555564531455], [-74.01379795996047, 40.70540360483515]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1927.pdf,MN,5-11 Broadway,13
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0108015328205, 40.708003001478936], [-74.01097907507418, 40.70781239419451], [-74.01097629983457, 40.707810748324746], [-74.01106879097553, 40.70771145270664], [-74.01112280221743, 40.707743493992126], [-74.01142750669167, 40.70792425347222], [-74.01117650198817, 40.70822544506615], [-74.0108015328205, 40.708003001478936]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1934.pdf,MN,100 Broadway,46
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.24529756975234, 40.50901704435975], [-74.2454711616165, 40.50898282037294], [-74.24547934175997, 40.50900700469271], [-74.24556880452923, 40.50898936818149], [-74.24569244057753, 40.50935487923671], [-74.24543768639609, 40.50943128610508], [-74.24529756975234, 40.50901704435975]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2180.pdf,SI,7484 Amboy Road,7900
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79902463574462, 40.708055003438965], [-73.79930471867387, 40.70795089025298], [-73.79932866370667, 40.70798871934681], [-73.79973247416478, 40.707838611795715], [-73.80004318543756, 40.70834822032527], [-73.79933796512387, 40.70855001661067], [-73.79902463574462, 40.708055003438965]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2538.pdf,QN,162-02 Hillside Avenue,9768
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85837085109861, 40.71255371387277], [-73.8582763443468, 40.71245607753917], [-73.85832624169905, 40.71242155930401], [-73.85834535748748, 40.71240833539853], [-73.85858951062384, 40.71225201045276], [-73.858723749611, 40.71238792922915], [-73.8586923424301, 40.712407984701706], [-73.85840648914402, 40.712590531011564], [-73.85837085109861, 40.71255371387277]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1177.pdf,QN,adjacent to 69-43 Trotting Course Lane,3178
