saturday_s_attendance
0
600
0
0
0
0
0
37
0
0
0
210
0
0
70
0
0
195
15
0
220
395
0
0
0
0
0
0
0
0
0
0
0
0
0
375
0
0
0
0
0
0
0
0
27
0
0
287
0
12
0
0
0
0
0
0
0
0
0
0
310
0
0
0
0
0
0
0
0
30
0
0
0
0
210
0
0
0
0
670
0
0
0
0
0
0
0
0
0
0
0
700
0
0
0
0
0
0
0
0
0
0
0
0
0
20
0
0
0
0
0
55
0
0
0
0
0
0
0
0
0
0
0
0
0
0
58
0
0
250
0
0
0
0
0
47
0
0
0
0
0
0
0
15
0
375
0
0
0
400
0
0
0
43
0
0
575
0
0
0
0
0
0
0
0
20
0
0
0
0
0
0
800
0
0
0
0
0
20
0
150
0
0
0
0
0
0
0
0
0
0
0
27
0
0
0
0
0
0
100
