shape_length,block_face_flag
7.468939125402496,0
6.240685403017222,0
40.753144536676096,1
6.650551448425446,1
7.096777013679883,0
32.05771503604892,1
41.28015146712831,0
14.320796405475518,1
41.53494282460628,0
136.56251644156015,1
40.88967878678421,0
6.5113464373075445,1
41.04652632803055,0
96.75575903212736,1
32.997075435746105,0
7.713912521400477,0
31.631724367151666,0
19.71968902112489,1
19.891233907100005,1
19.30135036235769,1
7.847881208656172,0
32.222731126500335,0
22.391473918903145,0
41.62488914855689,0
11.371734448884942,0
41.0661463406832,0
29.08861373005413,0
41.67708518512397,0
165.87351892839123,1
41.28498785338814,0
23.54417225239032,1
50.25012650206386,1
10.303896494320622,0
56.89663117480932,1
29.368372002803003,1
6.081434671455085,1
0.1094849598881122,0
42.593912262982045,0
5.45035224529996,0
41.28840503024324,0
40.83134102354416,0
39.68431042639799,1
74.39921327921779,1
10.66479037563429,1
41.29283564662278,0
22.52014237523201,0
7.516702778053857,0
30.615523406241923,0
11.470360240249407,0
10.385081435613408,1
42.7855625942183,1
6.928592539795132,1
6.118147459218849,0
45.32287098990341,1
32.588901263802505,1
8.618875744437974,1
26.783023930422047,1
10.055596829526186,0
48.17874294649104,0
42.49798119757018,0
10.267786445546806,0
13.919052666709671,1
6.698745665742421,0
38.26758096112504,0
8.568297570408399,1
72.50400636468862,0
42.172787770257486,0
11.048301940747226,1
10.867384164683976,0
41.61939620177896,0
41.67684507601916,0
9.610815657938442,1
41.58010125584495,0
41.33200989530531,0
50.4240524716429,0
41.18095820019151,1
9.04737936789736,1
10.887532046135668,1
7.587404619248664,1
40.83857357396344,0
33.75426049390362,0
10.334240642201603,1
41.7376841291396,0
89.2228989727768,1
34.29090649285358,1
32.79601667720398,0
20.18002962040018,0
20.72425278099028,0
41.49341126705146,0
49.07810559972691,1
6.25951546470414,0
6.965088256225973,1
40.67164741049616,0
42.18998952839768,0
9.866000677403033,1
19.35855230261999,0
42.59191823812044,0
41.7428781423364,0
10.634679848026968,0
10.566863800288932,1
31.11885272640782,1
10.277070082757326,0
12.617238061490676,0
0.6069202465878221,0
43.383080284535225,0
15.648131773898935,0
8.13078433894489,1
41.99954103140557,0
37.55869193638543,0
20.16713786828702,1
41.61937454788596,0
29.633002137734884,0
21.793654695618365,0
21.64762184275068,1
41.21405193929263,0
10.080813388072512,1
41.27960145021672,0
5.948559568194703,0
41.09925514314601,0
26.545802108372172,0
42.59497031526748,0
35.24649455331114,0
43.98457857688648,1
6.5378725507597295,1
3.774263556596357,1
41.29280345025591,0
6.541202531774046,1
31.1006952952981,0
10.443417509779326,1
7.895819186510667,1
10.581390235579846,1
41.44646925830472,0
8.327044268075028,1
6.869110541962778,0
7.221563323107797,0
5.907210989083607,0
67.54891433342313,1
42.14719372141844,0
7.3262667762649825,1
42.08035090429019,0
8.169564396535472,0
13.25637432217837,1
10.27680483787882,0
120.85627932525196,1
10.01093836266426,0
7.327380613419734,1
52.097637547671205,0
41.89990233747114,1
65.26928933828745,0
6.343579227537259,1
10.554707236810168,1
42.87258384479856,0
6.891597018192055,1
16.68323393514129,0
20.565752092967102,0
1.4287936267626695,0
9.313518955572288,0
6.91119457753152,0
41.67702154039974,0
23.32698001128512,1
6.350707606167677,0
7.635752529642692,0
23.01669744593359,1
20.50931795677099,0
105.56565824796756,1
6.946374693917818,0
0.4029679904430429,0
42.34754323763448,0
49.8446064851193,1
52.220590683822,1
29.57041872943609,0
7.703769745156142,0
42.06150360584876,0
25.556806899642453,0
42.78537582911541,0
32.379595146845695,0
41.7735620297092,0
41.61146625260745,0
46.04958490542621,0
7.381451459673558,0
9.77013791201674,1
41.34245545133032,0
45.07861220465462,0
41.84469375730513,0
25.737312327313504,1
7.042191311725222,0
41.421827737737615,0
41.89060481711241,0
22.90265757593487,0
27.44661423737705,0
41.18415780941962,0
28.0666027547854,0
10.508760273694463,1
94.6611509074644,0
6.708849269965059,0
31.38534481749787,0
41.34247176380798,0
40.50186583418738,0
41.967328562296025,0
41.18711236068252,0
